filepath,label
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2886.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4465.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2884.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6755.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6343.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4741.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6594.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6565.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4397.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4678.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6587.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6242.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6553.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2916.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5905.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4479.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4803.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6870.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6442.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5716.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6497.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6456.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6351.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6275.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4518.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6448.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4775.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5975.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6263.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6429.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6794.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4354.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4477.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4711.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6334.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6662.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4399.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2882.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6350.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6261.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5951.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6511.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3127.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6694.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4740.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4670.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6721.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6596.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6273.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4377.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6649.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6845.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6453.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6730.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6900.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2980.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4483.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3148.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6724.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5713.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2959.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6259.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6673.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4784.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6887.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3090.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4464.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6507.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6330.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4629.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3083.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2938.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6277.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6796.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3063.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5989.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6661.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5937.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4756.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4705.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6566.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3007.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6844.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6295.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4846.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3101.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6284.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4808.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3051.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4430.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6567.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6487.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4418.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5969.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6252.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2876.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5892.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6366.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4490.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6688.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4383.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5856.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4709.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6298.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6494.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5832.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4867.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2850.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3004.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4742.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6394.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4598.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4673.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2947.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6264.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2901.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3149.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6271.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3084.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4643.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4812.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3119.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4838.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4857.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4515.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6458.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5922.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3143.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4581.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4380.jpg,2
